City,Party,Leader,Sentiment Value
derry,,Jeremy-Corbyn,0.0
derry,Labour-Party,,-0.05263158
derry,Labour-Party,,-0.09090909
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.041666668
derry,Labour-Party,,0.0
derry,Labour-Party,,-0.12
derry,Labour-Party,,0.24
derry,,Jo-Swinson,-0.14285715
derry,,Jo-Swinson,0.0
derry,,Jo-Swinson,0.0
derry,,Boris-Johnson,0.1
derry,,Boris-Johnson,0.1
derry,,Boris-Johnson,0.125
derry,,Boris-Johnson,-0.13333334
derry,,Boris-Johnson,-0.18181819
derry,,Nigel-Farage,-0.071428575
derry,Conservative-Party,,0.0
derry,Conservative-Party,,0.0
derry,Conservative-Party,,0.0
derry,Brexit-Party,,0.0
derry,Brexit-Party,,0.10344828
derry,Brexit-Party,,0.0
derry,Brexit-Party,,-0.03846154
derry,Brexit-Party,,0.041666668
derry,,Boris-Johnson,0.0
derry,,Boris-Johnson,0.0
derry,,Boris-Johnson,0.0
derry,,Boris-Johnson,0.1
derry,,Boris-Johnson,-0.15789473
derry,,Boris-Johnson,-0.12903225
derry,,Boris-Johnson,0.1
derry,,Boris-Johnson,0.1
derry,,Boris-Johnson,0.125
derry,,Boris-Johnson,-0.13333334
derry,,Boris-Johnson,-0.18181819
derry,Labour-Party,,-0.09090909
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.03846154
derry,Labour-Party,,-0.041666668
derry,Labour-Party,,0.0
derry,Labour-Party,,-0.12
derry,Labour-Party,,0.24
derry,Brexit-Party,,0.0
derry,Brexit-Party,,-0.03846154
derry,Brexit-Party,,0.041666668
